10000, 200, 1.20943307877
10000, 200, 1.33988714218
10000, 200, 1.29570317268
10000, 200, 1.3443479538
10000, 200, 1.19959712029
20000, 200, 7.48844194412
20000, 200, 6.5625
20000, 200, 6.88282799721
20000, 200, 6.84067606926
20000, 200, 6.80574584007
30000, 200, 29.5589001179
30000, 200, 29.4421248436
30000, 200, 29.9684269428
30000, 200, 28.5839519501
30000, 200, 28.5092048645
40000, 200, 81.1101341248
40000, 200, 79.8143351078
40000, 200, 79.5798552036
40000, 200, 80.3299660683
40000, 200, 78.17531991
50000, 200, 145.302088022
50000, 200, 144.928460121
50000, 200, 147.116750956
50000, 200, 146.164881945
50000, 200, 145.727223158
60000, 200, 293.115706921
60000, 200, 302.770608187
60000, 200, 1272.17863512
60000, 200, 288.658522844
60000, 200, 296.144919872
70000, 200, 492.384181976
70000, 200, 498.177359104
70000, 200, 515.605988026
70000, 200, 501.585448027
70000, 200, 511.501837015
80000, 200, 1017.9756999
80000, 200, 836.059645891
80000, 200, 798.780382872
80000, 200, 801.823831081
80000, 200, 833.340647936
90000, 200, 1156.9959259
90000, 200, 1139.840729
90000, 200, 1162.58141899
90000, 200, 1135.78331184
90000, 200, 2294.44279981
10000, 500, 0.129516124725
10000, 500, 0.121662855148
10000, 500, 0.117016077042
10000, 500, 0.121930837631
10000, 500, 0.121887922287
20000, 500, 0.449078083038
20000, 500, 0.454730033875
20000, 500, 0.458734035492
20000, 500, 0.44933795929
20000, 500, 0.455486059189
30000, 500, 1.38508796692
30000, 500, 1.44357895851
30000, 500, 1.45379781723
30000, 500, 1.48218107224
30000, 500, 1.45360803604
40000, 500, 3.27143406868
40000, 500, 3.3955488205
40000, 500, 3.38704013824
40000, 500, 3.51336193085
40000, 500, 3.3221809864
50000, 500, 5.85089993477
50000, 500, 5.86713790894
50000, 500, 5.35637187958
50000, 500, 5.34477496147
50000, 500, 5.24469804764
60000, 500, 9.98291897774
60000, 500, 10.0272190571
60000, 500, 10.4634139538
60000, 500, 10.0810661316
60000, 500, 10.643805027
70000, 500, 19.9072048664
70000, 500, 19.7610340118
70000, 500, 19.1735429764
70000, 500, 18.9212620258
70000, 500, 18.7567398548
80000, 500, 29.4165980816
80000, 500, 29.8897049427
80000, 500, 29.8122279644
80000, 500, 30.0758500099
80000, 500, 30.8776409626
90000, 500, 61.5006670952
90000, 500, 59.3292770386
90000, 500, 61.837116003
90000, 500, 62.1241109371
90000, 500, 58.4708600044
10000, 1000, 0.120826005936
10000, 1000, 0.130415916443
10000, 1000, 0.123785018921
10000, 1000, 0.121767044067
10000, 1000, 0.124634981155
20000, 1000, 0.137784957886
20000, 1000, 0.131509065628
20000, 1000, 0.132801055908
20000, 1000, 0.135038852692
20000, 1000, 0.136328935623
30000, 1000, 0.313933134079
30000, 1000, 0.321537017822
30000, 1000, 0.349081993103
30000, 1000, 0.363497972488
30000, 1000, 0.311537981033
40000, 1000, 0.467123031616
40000, 1000, 0.474737882614
40000, 1000, 0.469806909561
40000, 1000, 0.506900072098
40000, 1000, 0.517746925354
50000, 1000, 0.887761116028
50000, 1000, 0.82918214798
50000, 1000, 0.88654088974
50000, 1000, 0.854641199112
50000, 1000, 0.849624872208
60000, 1000, 1.11752009392
60000, 1000, 1.11370110512
60000, 1000, 1.10334205627
60000, 1000, 1.1767950058
60000, 1000, 1.16701316833
70000, 1000, 1.77858901024
70000, 1000, 1.76577687263
70000, 1000, 1.71728205681
70000, 1000, 1.72740793228
70000, 1000, 1.69297099113
80000, 1000, 3.16245508194
80000, 1000, 3.14324498177
80000, 1000, 3.15865898132
80000, 1000, 3.25335788727
80000, 1000, 3.48253488541
90000, 1000, 4.74459910393
90000, 1000, 4.57201981544
90000, 1000, 4.29983711243
90000, 1000, 4.29763889313
90000, 1000, 4.66169691086
10000, 10000, 0.068480014801
10000, 10000, 0.06560587883
10000, 10000, 0.0573930740356
10000, 10000, 0.0617699623108
10000, 10000, 0.0663750171661
20000, 10000, 0.0777380466461
20000, 10000, 0.0733749866486
20000, 10000, 0.0667099952698
20000, 10000, 0.0739829540253
20000, 10000, 0.0831391811371
30000, 10000, 0.110462903976
30000, 10000, 0.104647159576
30000, 10000, 0.109498977661
30000, 10000, 0.0909559726715
30000, 10000, 0.0975248813629
40000, 10000, 0.158761024475
40000, 10000, 0.113903999329
40000, 10000, 0.139492034912
40000, 10000, 0.142229795456
40000, 10000, 0.137516975403
50000, 10000, 0.132506132126
50000, 10000, 0.142882108688
50000, 10000, 0.140044927597
50000, 10000, 0.147623062134
50000, 10000, 0.150721073151
60000, 10000, 0.198338031769
60000, 10000, 0.182617902756
60000, 10000, 0.182266950607
60000, 10000, 0.201428890228
60000, 10000, 0.195536136627
70000, 10000, 0.211792945862
70000, 10000, 0.211339950562
70000, 10000, 0.192215204239
70000, 10000, 0.203805923462
70000, 10000, 0.217658996582
80000, 10000, 0.199229955673
80000, 10000, 0.19877409935
80000, 10000, 0.202152013779
80000, 10000, 0.205885887146
80000, 10000, 0.212908029556
90000, 10000, 0.209463119507
90000, 10000, 0.22279715538
90000, 10000, 0.230469942093
90000, 10000, 0.232180118561
90000, 10000, 0.229785919189
